الوحدة التدريبية,المرحلة التدريبية,القسم,التخصص,فعالية البرنامج,المقررات,الوحدات المعتمدة,الفصل التدريبي,عدد المقررات المطلوبة,عدد الوحدات المطلوبة,المقرر,اسم المقرر,محاضرة,عملي
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17, فندق-467,عمليات السفن السياحية,4,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,ادار-435,القيادة الإدارية,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,ادار-435,القيادة الإدارية,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,عربي-301,مهارات الكتابة الفنية,2,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,عربي-301,مهارات الكتابة الفنية,2,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-441,الإدارة المالية في الضيافة,4,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-441,الإدارة المالية في الضيافة,4,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-451,التسويق الإلكتروني في الضيافة,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-451,التسويق الإلكتروني في الضيافة,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-465,إدارة المنتجعات,4,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-465,إدارة المنتجعات,4,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-471,إدارة عمليات الخدمة,4,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثالث ,6,17,فندق-471,إدارة عمليات الخدمة,4,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,احصا-303,الإحصاء والاحتمالات,3,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,احصا-303,الإحصاء والاحتمالات,3,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,ادار-392,طرق البحث,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,ادار-392,طرق البحث,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,انجل-302,لغة انجليزية 2,4,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,انجل-302,لغة انجليزية 2,4,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,فندق-322,إدارة التموين,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,فندق-322,إدارة التموين,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,فندق-325,مراقبة تكلفة الأغذية والمشروبا,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,فندق-325,مراقبة تكلفة الأغذية والمشروبا,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,فندق-361,السياحة المستدامة,4,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الثاني ,6,18,فندق-361,السياحة المستدامة,4,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14, فندق-481,نظم ولوائح فندقية,3,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14, فندق-481,نظم ولوائح فندقية,3,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-432,إدارة المخاطر في الضيافة,3,0
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-432,إدارة المخاطر في الضيافة,3,0
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-445,إدارة الإيراد في الضيافة,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-445,إدارة الإيراد في الضيافة,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-475,الإدارة الاستراتيجية في الضياف,2,2
كلية السياحة و الفندقة,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-475,الإدارة الاستراتيجية في الضياف,2,2
الكلية التقنية,بكالوريوس,تقنية السياحة والضيافة,إدارة الضيافة,برامج مفعله,23,66,الفصل التدريبي الرابع ,5,14,فندق-477,ادارة الجودة في الضيافة,2,2
